Date	Open	High	Low	Close	Signal
2020-01-03 09:30:00+03:00	978.4000244140625	980.0	967.0999755859375	976.2000122070312	0.0
2020-01-03 10:30:00+03:00	976.0	984.5999755859375	973.0999755859375	982.5	0.0
2020-01-03 11:30:00+03:00	983.0	983.0999755859375	980.2999877929688	981.2000122070312	0.0
2020-01-03 12:30:00+03:00	981.7000122070312	984.0	980.2000122070312	982.2000122070312	0.0
2020-01-03 13:30:00+03:00	983.0	988.5999755859375	982.7999877929688	986.4000244140625	0.0
2020-01-03 14:30:00+03:00	986.0	987.2999877929688	984.7000122070312	985.7000122070312	0.0
2020-01-03 15:30:00+03:00	985.7000122070312	986.7999877929688	980.7999877929688	981.2999877929688	0.0
2020-01-03 16:30:00+03:00	980.9000244140625	985.0	980.5	981.5	0.0
2020-01-03 17:30:00+03:00	982.2000122070312	987.5	981.0	985.2000122070312	0.0
2020-01-03 18:30:00+03:00	985.0999755859375	989.2999877929688	984.2000122070312	989.2999877929688	0.0
2020-01-06 09:30:00+03:00	995.0	1005.0	995.0	1000.5	0.0
2020-01-06 10:30:00+03:00	1000.0999755859375	1001.2999877929688	993.5999755859375	994.2000122070312	0.0
2020-01-06 11:30:00+03:00	994.4000244140625	1000.0	993.2999877929688	999.5999755859375	0.0
2020-01-06 12:30:00+03:00	999.7999877929688	1002.0	997.2000122070312	1001.7000122070312	0.0
2020-01-06 13:30:00+03:00	1001.7000122070312	1004.7000122070312	999.7999877929688	1000.9000244140625	0.0
2020-01-06 14:30:00+03:00	1000.9000244140625	1002.7999877929688	999.7999877929688	1002.0999755859375	0.0
2020-01-06 15:30:00+03:00	1002.0999755859375	1003.0	999.5999755859375	1000.7999877929688	0.0
2020-01-06 16:30:00+03:00	1000.7999877929688	1001.7999877929688	999.7999877929688	1001.5999755859375	0.0
2020-01-06 17:30:00+03:00	1001.9000244140625	1002.7000122070312	999.5999755859375	999.5999755859375	0.0
2020-01-06 18:30:00+03:00	999.7999877929688	1002.9000244140625	998.2000122070312	1002.9000244140625	0.0
2020-01-08 09:30:00+03:00	1008.7999877929688	1016.0999755859375	1003.2000122070312	1007.7000122070312	0.0
2020-01-08 10:30:00+03:00	1007.5	1007.9000244140625	992.0	1005.2999877929688	0.0
2020-01-08 11:30:00+03:00	1005.0	1007.0	997.5999755859375	998.2000122070312	0.0
2020-01-08 12:30:00+03:00	997.7000122070312	999.4000244140625	996.0999755859375	996.7000122070312	0.0
2020-01-08 13:30:00+03:00	997.5	998.0999755859375	990.9000244140625	991.0	0.0
2020-01-08 14:30:00+03:00	991.0999755859375	991.0999755859375	982.7000122070312	986.2000122070312	0.0
2020-01-08 15:30:00+03:00	986.5	987.2000122070312	980.5	982.0	0.0
2020-01-08 16:30:00+03:00	981.7999877929688	982.2000122070312	977.0999755859375	979.7000122070312	0.0
2020-01-08 17:30:00+03:00	979.7999877929688	980.2999877929688	971.0	972.7999877929688	0.0
2020-01-08 18:30:00+03:00	973.0	975.0	970.4000244140625	974.0999755859375	0.0
2020-01-09 09:30:00+03:00	972.7999877929688	972.7999877929688	952.4000244140625	963.2999877929688	0.0
2020-01-09 10:30:00+03:00	963.4000244140625	964.0	951.9000244140625	952.4000244140625	0.0
2020-01-09 11:30:00+03:00	952.4000244140625	953.0	945.0	946.9000244140625	1.0
2020-01-09 12:30:00+03:00	946.7000122070312	949.7000122070312	943.0	948.0	0.0
2020-01-09 13:30:00+03:00	948.0	955.0	947.7999877929688	951.7000122070312	0.0
2020-01-09 14:30:00+03:00	951.0999755859375	960.0	950.7999877929688	958.0	0.0
2020-01-09 15:30:00+03:00	958.4000244140625	965.0	958.4000244140625	961.4000244140625	0.0
2020-01-09 16:30:00+03:00	961.4000244140625	964.9000244140625	959.2000122070312	963.7999877929688	0.0
2020-01-09 17:30:00+03:00	963.7999877929688	968.0	960.7000122070312	966.0	0.0
2020-01-09 18:30:00+03:00	966.0	969.0	965.5	968.9000244140625	0.0
2020-01-10 09:30:00+03:00	968.9000244140625	968.9000244140625	955.0	958.4000244140625	0.0
2020-01-10 10:30:00+03:00	958.4000244140625	987.7999877929688	955.2999877929688	979.9000244140625	0.0
2020-01-10 11:30:00+03:00	979.7999877929688	982.9000244140625	974.9000244140625	980.4000244140625	0.0
2020-01-10 12:30:00+03:00	980.2999877929688	989.0	980.0	987.7000122070312	-1.0
2020-01-10 13:30:00+03:00	988.0	989.0	982.0999755859375	982.7000122070312	0.0
2020-01-10 14:30:00+03:00	982.7000122070312	983.0999755859375	975.5999755859375	976.7000122070312	0.0
2020-01-10 15:30:00+03:00	977.0	977.5	972.5	976.5	0.0
2020-01-10 16:30:00+03:00	977.0	980.2999877929688	973.9000244140625	979.4000244140625	0.0
2020-01-10 17:30:00+03:00	979.7000122070312	982.4000244140625	978.4000244140625	980.0	0.0
2020-01-10 18:30:00+03:00	979.9000244140625	981.2999877929688	979.7000122070312	981.0	0.0
2020-01-13 09:30:00+03:00	981.0	990.0	974.5999755859375	975.2999877929688	0.0
2020-01-13 10:30:00+03:00	976.5	978.0999755859375	971.2000122070312	973.0	0.0
2020-01-13 11:30:00+03:00	973.7000122070312	977.7999877929688	969.0999755859375	973.5999755859375	0.0
2020-01-13 12:30:00+03:00	973.5	975.7999877929688	971.9000244140625	973.2999877929688	0.0
2020-01-13 13:30:00+03:00	973.5	975.9000244140625	972.0	972.5	1.0
2020-01-13 14:30:00+03:00	972.0	978.5	971.0999755859375	978.4000244140625	0.0
2020-01-13 15:30:00+03:00	978.2999877929688	983.2999877929688	978.0999755859375	983.0	0.0
2020-01-13 16:30:00+03:00	983.0	985.5	981.0999755859375	985.4000244140625	0.0
2020-01-13 17:30:00+03:00	985.0	987.7999877929688	981.5999755859375	987.0	0.0
2020-01-13 18:30:00+03:00	987.0	991.2000122070312	986.7000122070312	991.2000122070312	-1.0
2020-01-14 09:30:00+03:00	983.0	987.0	977.2000122070312	980.4000244140625	0.0
2020-01-14 10:30:00+03:00	980.5	988.7999877929688	979.2000122070312	983.0999755859375	0.0
2020-01-14 11:30:00+03:00	982.9000244140625	988.4000244140625	980.5	986.9000244140625	0.0
2020-01-14 12:30:00+03:00	986.5	989.5999755859375	985.4000244140625	989.0	0.0
2020-01-14 13:30:00+03:00	989.0	990.0	987.0	988.0999755859375	0.0
2020-01-14 14:30:00+03:00	987.7000122070312	989.9000244140625	985.5999755859375	986.5999755859375	0.0
2020-01-14 15:30:00+03:00	986.5	988.2999877929688	984.4000244140625	986.7000122070312	0.0
2020-01-14 16:30:00+03:00	987.0999755859375	990.0	986.0	989.7000122070312	0.0
2020-01-14 17:30:00+03:00	990.0	995.0	989.2999877929688	994.5	0.0
2020-01-14 18:30:00+03:00	994.5	994.5	991.7000122070312	991.7000122070312	0.0
2020-01-15 09:30:00+03:00	992.0	995.4000244140625	985.2999877929688	988.0999755859375	0.0
2020-01-15 10:30:00+03:00	988.9000244140625	1001.0	985.4000244140625	997.5	0.0
2020-01-15 11:30:00+03:00	997.4000244140625	1003.0	995.4000244140625	996.4000244140625	0.0
2020-01-15 12:30:00+03:00	996.5999755859375	997.4000244140625	995.0	995.0	0.0
2020-01-15 13:30:00+03:00	995.0	997.7999877929688	994.0	997.7999877929688	0.0
2020-01-15 14:30:00+03:00	997.0999755859375	999.2999877929688	995.0999755859375	999.2000122070312	0.0
2020-01-15 15:30:00+03:00	998.5	1002.2999877929688	998.0	1000.7999877929688	0.0
2020-01-15 16:30:00+03:00	1001.5	1003.0999755859375	997.7000122070312	1003.0	0.0
2020-01-15 17:30:00+03:00	1003.2000122070312	1004.5999755859375	998.5999755859375	999.5	0.0
2020-01-15 18:30:00+03:00	999.5	1001.2000122070312	998.0	1001.2000122070312	0.0
2020-01-16 09:30:00+03:00	995.2000122070312	1004.9000244140625	995.0999755859375	1004.5	-1.0
2020-01-16 10:30:00+03:00	1003.9000244140625	1004.0999755859375	1000.5999755859375	1002.0	0.0
2020-01-16 11:30:00+03:00	1001.9000244140625	1006.0	1000.7000122070312	1002.5999755859375	0.0
2020-01-16 12:30:00+03:00	1002.2999877929688	1004.2000122070312	1000.5	1003.2999877929688	0.0
2020-01-16 13:30:00+03:00	1002.7000122070312	1003.2999877929688	1000.5	1001.5	0.0
2020-01-16 14:30:00+03:00	1001.4000244140625	1002.5999755859375	1000.5	1001.7999877929688	0.0
2020-01-16 15:30:00+03:00	1001.7000122070312	1002.5	1000.0	1000.2999877929688	0.0
2020-01-16 16:30:00+03:00	1000.2000122070312	1000.2000122070312	994.2999877929688	994.5	1.0
2020-01-16 17:30:00+03:00	994.5999755859375	999.5999755859375	994.0	996.5	0.0
2020-01-16 18:30:00+03:00	997.0999755859375	997.0999755859375	994.5	996.4000244140625	0.0
2020-01-17 09:30:00+03:00	999.0	1001.2999877929688	990.0999755859375	995.4000244140625	0.0
2020-01-17 10:30:00+03:00	995.9000244140625	1005.4000244140625	995.2000122070312	1003.7999877929688	0.0
2020-01-17 11:30:00+03:00	1002.9000244140625	1004.9000244140625	998.5999755859375	1000.2000122070312	0.0
2020-01-17 12:30:00+03:00	1000.2999877929688	1001.0	997.7000122070312	999.0	0.0
2020-01-17 13:30:00+03:00	999.0	1002.2000122070312	998.0	999.5999755859375	0.0
2020-01-17 14:30:00+03:00	999.5	1003.0	998.5999755859375	1002.9000244140625	0.0
2020-01-17 15:30:00+03:00	1002.5	1005.0	1001.7999877929688	1003.0999755859375	0.0
2020-01-17 16:30:00+03:00	1003.0	1003.9000244140625	1001.0999755859375	1001.7000122070312	0.0
2020-01-17 17:30:00+03:00	1001.4000244140625	1003.0	1001.0999755859375	1001.7999877929688	0.0
2020-01-17 18:30:00+03:00	1001.5999755859375	1005.2999877929688	1001.5	1005.2999877929688	0.0
2020-01-20 09:30:00+03:00	1005.2999877929688	1005.9000244140625	997.0	999.0	1.0
2020-01-20 10:30:00+03:00	998.7999877929688	1004.7000122070312	996.7000122070312	1001.4000244140625	0.0
2020-01-20 11:30:00+03:00	1001.4000244140625	1002.0	999.5999755859375	999.9000244140625	0.0
2020-01-20 12:30:00+03:00	1000.2999877929688	1001.5999755859375	998.9000244140625	1000.0999755859375	0.0
2020-01-20 13:30:00+03:00	1000.5	1003.5	1000.0999755859375	1001.5	0.0
2020-01-20 14:30:00+03:00	1001.9000244140625	1007.4000244140625	1001.5999755859375	1006.7000122070312	0.0
2020-01-20 15:30:00+03:00	1006.5999755859375	1008.7999877929688	1006.5999755859375	1008.5	0.0
2020-01-20 16:30:00+03:00	1008.5	1009.2999877929688	1003.5999755859375	1006.7999877929688	0.0
2020-01-20 17:30:00+03:00	1006.7000122070312	1006.9000244140625	1001.5	1004.2999877929688	0.0
2020-01-20 18:30:00+03:00	1004.4000244140625	1006.0	1003.4000244140625	1006.0	0.0
2020-01-21 09:30:00+03:00	1008.0	1009.4000244140625	1001.2999877929688	1009.0	0.0
2020-01-21 10:30:00+03:00	1009.0999755859375	1017.9000244140625	1009.0	1016.0	0.0
2020-01-21 11:30:00+03:00	1015.7999877929688	1016.2999877929688	1010.2999877929688	1014.2999877929688	0.0
2020-01-21 12:30:00+03:00	1014.2999877929688	1014.9000244140625	1011.2000122070312	1014.7999877929688	0.0
2020-01-21 13:30:00+03:00	1014.9000244140625	1014.9000244140625	1008.0	1011.7999877929688	0.0
2020-01-21 14:30:00+03:00	1012.0	1014.0	1009.0999755859375	1014.0	0.0
2020-01-21 15:30:00+03:00	1013.7999877929688	1014.7000122070312	1012.7000122070312	1014.0	0.0
2020-01-21 16:30:00+03:00	1014.0999755859375	1015.0999755859375	1013.5	1014.0999755859375	0.0
2020-01-21 17:30:00+03:00	1014.0999755859375	1016.7999877929688	1012.0999755859375	1016.5999755859375	0.0
2020-01-21 18:30:00+03:00	1016.5999755859375	1016.5999755859375	1014.5999755859375	1016.0999755859375	0.0
2020-01-22 09:30:00+03:00	1016.0	1016.0	1007.5999755859375	1011.9000244140625	0.0
2020-01-22 10:30:00+03:00	1012.0	1025.0	1011.5	1018.0	0.0
2020-01-22 11:30:00+03:00	1017.0999755859375	1023.7999877929688	1016.4000244140625	1021.2000122070312	0.0
2020-01-22 12:30:00+03:00	1021.9000244140625	1023.5999755859375	1019.5	1021.7000122070312	0.0
2020-01-22 13:30:00+03:00	1021.7999877929688	1029.0	1021.2000122070312	1029.0	0.0
2020-01-22 14:30:00+03:00	1029.0	1029.0	1024.5	1027.0	0.0
2020-01-22 15:30:00+03:00	1027.4000244140625	1027.4000244140625	1024.0999755859375	1026.5999755859375	0.0
2020-01-22 16:30:00+03:00	1026.800048828125	1027.800048828125	1025.5999755859375	1026.5	0.0
2020-01-22 17:30:00+03:00	1026.0	1026.9000244140625	1022.7000122070312	1026.5	0.0
2020-01-22 18:30:00+03:00	1026.5	1029.0	1024.0	1024.0	0.0
2020-01-23 09:30:00+03:00	1023.0999755859375	1038.9000244140625	1023.0999755859375	1035.5	-1.0
2020-01-23 10:30:00+03:00	1035.5	1044.0	1022.0999755859375	1022.7999877929688	0.0
2020-01-23 11:30:00+03:00	1022.4000244140625	1026.199951171875	1015.5	1015.5999755859375	0.0
2020-01-23 12:30:00+03:00	1016.0	1018.0999755859375	1014.0	1017.7000122070312	0.0
2020-01-23 13:30:00+03:00	1017.7000122070312	1018.4000244140625	1015.0	1015.4000244140625	1.0
2020-01-23 14:30:00+03:00	1015.0	1023.5	1015.0	1022.4000244140625	0.0
2020-01-23 15:30:00+03:00	1023.0999755859375	1024.4000244140625	1021.4000244140625	1022.7999877929688	0.0
2020-01-23 16:30:00+03:00	1022.9000244140625	1027.699951171875	1021.9000244140625	1027.0999755859375	0.0
2020-01-23 17:30:00+03:00	1026.699951171875	1031.0	1024.0999755859375	1025.199951171875	0.0
2020-01-23 18:30:00+03:00	1025.300048828125	1028.4000244140625	1025.0	1028.4000244140625	-1.0
2020-01-24 09:30:00+03:00	1029.0	1037.800048828125	1020.2000122070312	1021.0999755859375	0.0
2020-01-24 10:30:00+03:00	1021.2999877929688	1026.0	1020.2000122070312	1021.7000122070312	0.0
2020-01-24 11:30:00+03:00	1022.5999755859375	1024.4000244140625	1018.2000122070312	1019.0	0.0
2020-01-24 12:30:00+03:00	1018.4000244140625	1021.2999877929688	1017.5999755859375	1020.7999877929688	0.0
2020-01-24 13:30:00+03:00	1021.4000244140625	1023.5999755859375	1020.4000244140625	1021.4000244140625	0.0
2020-01-24 14:30:00+03:00	1021.5	1024.0	1020.2000122070312	1024.0	0.0
2020-01-24 15:30:00+03:00	1023.9000244140625	1025.0999755859375	1022.0	1025.0	0.0
2020-01-24 16:30:00+03:00	1025.0	1028.199951171875	1024.4000244140625	1025.300048828125	0.0
2020-01-24 17:30:00+03:00	1024.699951171875	1031.199951171875	1023.9000244140625	1029.5999755859375	0.0
2020-01-24 18:30:00+03:00	1029.9000244140625	1030.0999755859375	1027.0999755859375	1029.0	0.0
